,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
193,2019_UPIDC_409755_1,01/SE-IV/JHS/2019-20,"Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi","Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,03-Dec-2019 10:00 AM,,11-Dec-2019 03:00 PM ,90.0,No ,No,Offline,03-Jan-2020 03:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi",Jhansi,284001.0,2.0,"2,93,82,765",M/S Vinay Construction,"15,364,728.44",Rejected-AOC,29-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,"{'repair': 2, 'restoration': 2}",2020_02,,NA,Jhansi,Jhansi,Jhansi,'ARJAR',MAURANIPUR,Mauranipur,ARJAR,MAURANIPUR,MAURANIPUR
318,2020_CEJNS_423653_1,2270 / 18A / 2019-20 Dated. 31.12.2019,"Special repair work of Barora 1st link road in km 1, 2 ka 200m with C.C. and drain construction. Length 1.200 km","Special repair work of Barora 1st link road in km 1, 2 ka 200m with C.C. and drain construction. Length 1.200 km",Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,14-Jan-2020 03:00 PM,,21-Jan-2020 12:00 PM ,90.0,No ,No,Online,28-Jan-2020 12:30 PM,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,JHANSI,284001.0,2.0,"17,00,000",M/S BHANU PRATAP THEKEDAR,"1,691,146.78",Accepted-AOC,01-Mar-2020,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'Construction': 2, 'Drain': 2}",2020_03,,NA,NA,Jhansi,Jhansi,'BARORA',BABINA,,BARORA,,BABINA
319,2020_CEJNS_423677_1,2270 / 18A / 2019-20 Dated. 31.12.2019,"Special repair work of Evani puchi link road in km 1, 2 ka 900m with 250 m C.C. and drain construction. Length 1.900 km","Special repair work of Evani puchi link road in km 1, 2 ka 900m with 250 m C.C. and drain construction. Length 1.900 km",Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,14-Jan-2020 03:00 PM,,21-Jan-2020 12:00 PM ,90.0,No ,No,Online,28-Jan-2020 12:30 PM,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,JHANSI,284001.0,2.0,"19,00,000",M/S KAVYA CONSTRUCTION,"1,895,508.78",Rejected-Finance,05-Mar-2020,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'Construction': 2, 'Drain': 2}",2020_03,,NA,NA,Jhansi,Jhansi,,,,,,
377,2020_UPIDC_429440_2,04/EE/2019-20,04/EE/2019-20,Lot-2 Renovation of service road of IH Campus of Parichha dam.,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,30-Jan-2020 06:00 PM,,NA ,90.0,No ,No,Online,05-Feb-2020 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||JDBC, jhansi",Jhansi,284001.0,2.0,"9,32,000",M/S BHANU PRATAP THEKEDAR,"529,731.75",Rejected-Technical,23-Mar-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||JDBC, jhansi",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'renovation': 1},2020_03,,NA,NA,Jhansi,Jhansi,'PARICHHA',BADAGAON,,PARICHHA,,BADAGAON
83,2019_UPIDC_409197_1,08/EE/2019-20(LOT-02),Khama Bundhi. No.4(LOT02),"Repair, Restoration and Construction Sulice of Khama Bundhi. No.4",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,04-Jun-2025 06:03 PM,,NA ,90.0,No ,No,Offline,10-Dec-2019 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",MAHOBA,210427.0,2.0,"11,17,000",M/s Sarla Chaubey,"822,951.07",Accepted-AOC,06-Jan-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Repair and Restoration,"{'repair': 1, 'restoration': 1, 'Construction': 1}",2020_01,,NA,NA,Mahoba,Mahoba,'KHAMA',JAITPUR,,KHAMA,,JAITPUR
143,2019_REDUP_405207_1,546/RED/2019-20 dt. 06-11-2019,CC ROAD,Mahoba Chattarpur marg se BJP karyalaya hote hue Ajeet Gupta ke khet ki diwaar tak 132 mt CC road evam 164 mt U drain ka nirmaan karya,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Nov-2019 05:50 PM,,NA ,90.0,No ,No,Online,29-Nov-2019 01:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE CHITRAKOOT CIRCLE||EE MAHOBA,Mahoba,210427.0,2.0,"13,11,000",M/s Sharma Construction,"1,308,493.768",Rejected-AOC,20-Dec-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE CHITRAKOOT CIRCLE||EE MAHOBA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 1},2020_02,,NA,Mahoba,Mahoba,Mahoba,,,,,,
192,2019_UPIDC_409163_1,08/EE/2019-20 (LOT-01),Dhawarra Bundhi (LOT-01),Repair and Restoration and construction of Head Sulice and Flank Escape of Dhawarra Bundhi,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,04-Dec-2019 10:00 AM,,NA ,90.0,No ,No,Offline,10-Dec-2019 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",MAHOBA,210427.0,2.0,"10,35,000",USHA BAJPAI,"921,134.3",Rejected-AOC,14-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Repair and Restoration,"{'repair': 1, 'restoration': 1, 'Construction': 1}",2020_02,,NA,NA,Mahoba,Mahoba,,,,DHAWARRA,,
281,2020_UPIDC_428629_1,09/EE/2019-20(LOT-21),MACHGAWA DAM APROJ ROAD (LOT-21),MACHGAWA DAM APROJ ROAD KM.0.00 TO 0.355,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,28-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Offline,10-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",MAHOBA,210427.0,2.0,"5,02,000",Aarav Construction,"408,223.35",Accepted-AOC,17-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 2, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Others,,2020_02,,NA,NA,Mahoba,Mahoba,,,,,,
233,2020_DOLBU_428563_1,233/NPAMILA/01/2019-20,VARD NO 9 TENDHI GALI ME POKHARI KE KINARE SE AMIYCHAND KE MAKAN TAK PURANA NALA TODKAR NAYA NALA NIRMAN KA KARYA,VARD NO 9 TENDHI GALI ME POKHARI KE KINARE SE AMIYCHAND KE MAKAN TAK PURANA NALA TODKAR NAYA NALA NIRMAN KA KARYA,Works,Open Tender,Percentage,Civil Works - Water Works,No,No,NA ,29-Jan-2020 05:30 PM,,NA ,30.0,No ,No,Offline,05-Feb-2020 01:00 PM,Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,EXECURIVE OFFICER NAGAR PANCHAYAT AMILA MAU,275301.0,2.0,"4,93,000",OM PRAKASH GUPTA,"493,000",Accepted-AOC,17-Feb-2020,Directorate of Local Bodies UP||Nagar Panchayat Amila Mau,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 2, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Others,,2020_02,,NA,NA,Mau,Mau,,,,Bibipur,,
147,2019_REDUP_417437_1,1332/RED/2019-20 DT. 17.12.2019,CONSTRUCTION OF C C ROAD AND DRAIN FROM KALLU BATHAM SHOP TO GOVT TUBEWELL VILLAGE HARIBALLABHPUR,CONSTRUCTION OF C C ROAD AND DRAIN FROM KALLU BATHAM SHOP TO GOVT TUBEWELL VILLAGE HARIBALLABHPUR,Works,Open Tender,Percentage,Civil Works,No,No,NA ,28-Dec-2019 03:00 PM,,NA ,90.0,No ,No,Online,04-Jan-2020 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,KANNAUJ,209727.0,2.0,"19,64,000",AMAR SINGH PARIHAR,"1,922,707.004",Accepted-AOC,05-Feb-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Kannauj,Kannauj,,,,,,
148,2019_REDUP_417456_1,1332/RED/2019-20 DT. 17.12.2019,CONSTRUCTION OF CULVERT IN VILLAGE CHIYASAR,CONSTRUCTION OF CULVERT IN VILLAGE CHIYASAR,Works,Open Tender,Percentage,Civil Works,No,No,NA ,28-Dec-2019 03:30 PM,,NA ,90.0,No ,No,Online,04-Jan-2020 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,KANNAUJ,209727.0,2.0,"13,57,000",ARUN KUMAR GUPTA,"1,340,094.11",Accepted-AOC,05-Feb-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANNAUJ,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Construction': 2},2020_02,,NA,NA,Kannauj,Kannauj,,,,,,
371,2020_UPIDC_425262_1,03/EE/2019-20,SILT CLEARANCE OF KANSUA DRAIN,SILT CLEARANCE OF KANSUA DRAIN FROM KM. 0.000 TO KM 10.300,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,18-Jan-2020 02:00 PM,,NA ,90.0,No ,No,Online,17-Feb-2020 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, aligarh",Kannauj,209725.0,2.0,"9,23,000",M/S Vinay Construction,"431,445",Rejected-AOC,27-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Externally Aided Project, Lucknow||Drainage Circle, Kanpur||DD, aligarh",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_03,,NA,NA,Kannauj,Kannauj,'KANSUA',HASERAN,,KANSUA,,HASERAN
2,2018_UPIDM_278464_1,12/EE/2018-19,IRRIGATION AND WATER RESOURCE DEPARTMENT,Loose cement in Silo/Bunker,Goods,Open Tender,Item Rate,Supply of Materials,No,No,PLEASE SUBMIT FD OR BANK GUARANTY AMOUNT OF RS. 4000000.00 IN FAVOUR OF EXECUTIVE ENGINEER PARIYOJNA BHANDAR KHAND KANPUR FOR SECURITY PURPOSE TO DO WORK. ,30-Nov-2018 06:00 PM,,NA ,30.0,No ,No,Not Applicable,06-Dec-2018 12:30 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Samagri Prabandh Prakoshth||E E Pariyojna Bhandar Khand Kanpur,KANPUR NAGAR,208014.0,2.0,"2,40,00,000",KJS CEMENT LIMITED,"27,000,000",Rejected-AOC,16-Jan-2020,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Samagri Prabandh Prakoshth||E E Pariyojna Bhandar Khand Kanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 1, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,False,Others,,2020_01,,NA,NA,Kanpur Nagar,Kanpur Nagar,,,,,,
60,2019_REDUP_404138_1,1893/EE/RED/KANPUR/2019-20 DT 07.11.2019,Construction of DRAIN AND FUTPATH AT WARD NO 70 MALVIYA VIHAR FROM PATEL MOTERS HOUSE TO SHYAM SINGH HOUSE AT KARRAHI,Construction of DRAIN AND FUTPATH AT WARD NO 70 MALVIYA VIHAR FROM PATEL MOTERS HOUSE TO SHYAM SINGH HOUSE AT KARRAHI,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,15-Nov-2019 06:55 PM,,20-Nov-2019 12:00 PM ,90.0,No ,No,Online,29-Nov-2019 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANPUR NAGAR,KANPUR NAGAR,208001.0,2.0,"16,57,000",OMKAR CONTRACTORS,"1,651,852.46",Rejected-Finance,24-Jan-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE||EE KANPUR NAGAR,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Kanpur Nagar,Kanpur Nagar,,,,,,
